;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23
0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,446616475947753;0,0;0,0;0,0;3,343185825155974;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,7585829984862364;0,0;0,0;0,0;0,0;15,02241325668133;0,0;0,0;0,0
2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,7178910385512234;0,0;0,0;0,0;0,0;0,0;1,1549256553908438;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
3;0,0;0,0;0,0;0,0;0,0;2,757152638987592;0,0;0,0;0,0;0,0;3,446616475947753;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,294727596378059;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,740616939706961;0,0;5,457785050673322;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,750762073537333
7;0,0;0,0;0,0;0,0;0,0;2,757152638987592;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,824447802796402;0,0;0,0;0,0;3,9283335064594045;0,0;0,0
8;0,0;0,0;0,0;0,0;0,0;1,8381017593250615;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,40567372810656;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
9;1,0462671082817447;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,871564154204894;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
10;0,0;0,0;0,0;0,0;0,0;5,514305277975185;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,109683552483826;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
11;0,0;0,0;1,0;0,0;0,0;4,595254398312654;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
12;4,836968964361062;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,584632395279698
13;0,0;0,0;0,0;0,0;0,0;7,352407037300246;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,837624844434754;0,0;0,0
