;age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country
0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;90250,0;0,0;0,0;0,0
1;14,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9883,0;0,0;0,0;0,0
3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29855,0;0,0;0,0;0,0
4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;91953,0;0,0;0,0;0,0
5;0,0;0,0;108010,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;62439,0;0,0;0,0;0,0
7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;11155,0;0,0;0,0;0,0
8;66,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13791,0;0,0;0,0;0,0
10;27,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0
11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;38037,0;0,0;0,0;0,0
12;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0
13;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14990,0;0,0;0,0;0,0
14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;55613,0;0,0;0,0;0,0
15;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;93884,0;0,0;0,0;0,0
16;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7528,0;1738,0;0,0;0,0
17;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;60460,0;0,0;0,0;0,0
18;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,0;0,0
19;17,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
20;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;64386,0;0,0;0,0;0,0
21;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;53819,0;0,0;0,0;1,0
22;0,0;0,0;431976,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,0;0,0
23;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
24;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;71615,0;0,0;0,0;0,0
25;0,0;0,0;801213,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
26;37,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0
27;0,0;0,0;404816,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
