;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23
0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,09912695954841635;1,6865157046324597;0,0;0,3497045306229148;0,0;0,0;0,10556483828272867;0,1671506338780428;0,0;0,0;0,0;0,0;0,011744982317318131;0,08718176408041747;0,0
1;0,0;0,0;0,0;0,0;0,006683187767170473;0,051524181288483906;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,07404678678666365;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2;0,0;1,0;0,0;1,0;0,020049563301511364;0,0;0,0;0,0;0,09912695954841635;0,0;0,0;0,0;0,02298935077625422;0,006952002047130923;0,0;0,009204833623952247;0,0;0,0;0,012598249693560104;0,12669967002141772;0,0;0,0031676040949218387;0,0
3;0,0;0,0;0,0;0,0;1,4034694311057945;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,001166712349180976;0,0;0,0;0,022551016308801353;0,0
4;0,0;0,0;0,0;0,0;0,0;1,6487738012314885;0,0;0,0;0,0;0,0;0,0;0,023003431482712333;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
5;0,0;0,0;0,0;0,0;0,34752576389286344;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,000970177243632131;0,0;0,0;0,0;0,0;0,0
6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,008627712293802992;0,0;0,0;0,0;0,13686775464541318;0,0;0,0;0,014751697790551577;0,0;0,0
7;0,02513218470548484;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,4694435841945723;0,0;0,0;0,01032837959085886;0,0;0,0;0,0;0,006434309510534031;0,0007503473916981029;0,0;0,0;0,0;0,0;0,0;0,0
8;0,0;1,0;0,0;1,0;0,0;1,6487738012314885;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0032103470682782187;0,008658831899417435;0,0;0,009906420989361509;0,0;0,0;0,014304493810949864
9;0,03518505858767895;0,0;0,0;0,0;0,0;1,6487738012314885;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01468122789664765;0,1453029401340291;0,0
10;0,0;0,0;0,0;0,0;0,0;1,6487738012314885;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01164212692358646;0,0;0,0;0,0;0,0;0,0017616371688362054
11;0,16587241905620076;0,0;0,0;0,0;0,04009912660302262;0,0;0,10474861969798506;0,0;0,0;0,0;0,0;0,0;0,0;0,014471764543469434;0,005158306877938612;0,0;0,0;0,0;0,005609193986447103;0,0;0,009395985853854483;0,0024217156689004538;0,0
12;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,21081446307905738;0,0;0,5808567880483664;1,0273708002495876;0,009654991092189036;0,8742427894530908;0,0;0,0;0,011855565917185534;0,10285018093549378;0,0;0,014399348321032013;0,0;0,0
13;0,0;0,0;0,0;0,0;0,0;1,6487738012314885;0,0;0,0;0,0;0,0;1,6521840385577815;0,0;0,0;0,0;0,0;0,0220310286262691;0,0;0,0;0,0;0,0;0,008888015368630486;0,0;0,0
14;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0016558777499882105;0,0;0,001452424291569776;0,0;0,5514008541474039;0,0;0,5402775647745836;0,0;0,3025801069499081;0,0;0,0
15;0,0;1,0;1,0;0,0;0,02004956330151135;0,0;1,6759779151677607;0,0;1,5860313527746617;0,0;0,15489225361479197;0,00031171462538970296;0,2827984683387075;0,0;0,0;0,10182353722667986;0,21042020399596212;0,016493013141747448;0,0;0,0033429992090083793;0,08808736737988593;0,0;0,0
16;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,00010057391973894436;0,00036659352745593843;0,0;0,0;0,0;0,0;0,0;0,0;0,004557053139119416;0,0;0,0
17;0,0;1,0;0,0;1,0;0,006683187767170473;0,0;0,0;0,04751237763639993;0,0;0,1581108473092931;0,0;0,0;0,031219991963056526;0,0;0,8357337399406983;0,0011914078599175593;0,0;0,0638279608585628;0,011672732685796411;0,0;9,395985853860589e-05;0,7370055729478224;0,0019976965494602483
18;0,005026436941097001;1,0;0,0;0,0;3,100999123967089;0,0;0,0;0,0;0,0;0,10540723153952847;0,0;0,0;0,009411871611491818;0,0015296855268216447;0,025426227673934654;0,0;0,0;0,14574002553842974;0,016816363571368398;0,00029808409613657494;0,006210159400281967;0,003002927429436586;0,0
19;0,5629609374028637;1,0;0,0;0,0;0,0;0,0;0,0;0,7601980421824017;0,0;0,0;0,0;0,47776435168363607;0,0;0,0317619082952352;0,03773882450928734;0,0;0,0;0,007761417949057603;0,0;0,012257663766364058;0,006183733190067986;0,0014094385193000603;0,0
20;0,42222070305214765;0,0;0,0;0,0;1,0759932305144424;0,0;0,0;0,0;0,09912695954841635;0,0;1,6521840385577815;0,012659944559443748;0,4082326190139862;1,0366080420264856;0,006522155294151677;0,0001302181686653192;0,34099014821969087;0,1732494012816209;0,29840912007898507;0,6587714241271918;0,0;1,787226163648558;0,0
21;0,0;1,0;0,0;1,0;0,0;0,0;0,10474861969798506;0,0;0,0;0,10540723153952872;0,10326150240986137;0,0;0,0;0,1641134043775856;0,0;0,0;0,11022092662877547;0,0;0,033369095025373725;0,026526698723481516;0,0;0,005279340158203057;0,0
22;0,5880931221083486;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3583862109811014;0,0;0,37070264264948044;0,0;0,0;0,0;0,5964649693850792;0,0;0,018330778996062724;0,0;0,0;0,0
23;0,05277758788151843;0,0;1,0;1,0;0,016707969417926127;0,0;0,0;0,09502475527280023;0,09912695954841635;0,10540723153952872;1,6521840385577815;0,9525414801721004;0,0;1,531979033960048;0,0;0,08892074330161881;0,10336747675760849;0,17610657326411772;0,0;0,5468812406016816;0,02348996463463624;0,0;0,0
24;0,010052873882194335;0,0;1,0;0,0;0,0;0,15457254386545194;0,0;0,0;0,09912695954841635;0,0;0,0;0,011864291719192344;0,013531297262841468;0,0;0,0;0,0006599291805675644;0,0;0,0;0,011218387972894206;0,004407187290542736;0,0;0,005015373150292934;0,0
25;0,0;0,0;0,0;0,0;0,0;1,6487738012314885;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,006883297042312941;0,0;0,0;0,0;0,0;0,0;0,0;0,0
26;0,04021149552877595;1,0;0,0;1,0;0,5881205235109996;0,0;0,0;0,0;0,0;1,6865157046324597;0,10326150240986136;0,042744686320393854;0,003256337217671379;0,0;0,00015184435775483784;0,0;0,0;0,07514992929175052;0,008413790979670599;0,0;0,0;0,014530294013402945;0,009160513277948201
27;0,005026436941097057;0,0;0,0;0,0;0,0;0,0;0,0;0,09502475527280008;0,0;0,0;0,0;0,011193526160195644;0,0;0,01799780200950102;0,0;0,0;0,0;0,001494072955193576;0,06108412251240877;0,0;0,0;0,0;0,00010217495579245561
28;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1032615024098611;0,024040298063774168;0,0;0,0;0,0;0,0;0,0;0,0;0,016743444049544556;0,011143330696694598;0,01761747347597714;0,0;0,013740769916922274
29;0,0;1,0;0,0;1,0;0,07351506543887498;0,0;0,0;0,09502475527280023;0,0;0,10540723153952872;0,10326150240986137;0,056706882933565475;0,003993195119432386;0,1064346611886689;1,3716342906726156;0,0;0,0;0,0;0,09992779086855491;0,019428397069687076;0,0;0,0;0,0
30;0,015079310823291614;0,0;0,0;0,0;0,0;2,473160701847233;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1631039469789839;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
31;0,0;1,0;1,0;0,0;0,0;0,05152418128848402;0,0;0,0;0,0;0,0;0,0;0,0;0,008051044901554144;0,0;0,0;0,0;0,0;0,0;0,0;0,0026242543790716555;0,0;0,0;0,058081177456529146
32;1,5682483256222628;1,0;0,0;1,0;0,0;0,0;3,351955830335522;0,04751237763640004;0,0;1,6865157046324597;0,10326150240986137;0,0;0,0;0,0;0,0;0,0;0,0;0,014814606510263728;0,0;0,0;0,7325345471311312;0,07544612994892572;0,027962466780936824
33;0,0;0,0;1,0;0,0;0,0;2,473160701847233;0,0;0,0;0,0;0,0;1,6521840385577815;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
34;0,0;0,0;1,0;0,0;0,07351506543887495;0,0;0,10474861969798506;0,0;0,09912695954841635;1,6865157046324597;0,0;0,0;0,024137740737355418;0,41594375585395915;0,0;0,0;0,12422286011610484;0,19232793677764817;0,2013027537856131;0,0;0,0;0,0;0,0
35;0,5780402482261546;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,07525713985268201
36;0,18095172987949193;0,0;0,0;1,0;0,006683187767170473;0,0;1,6759779151677607;0,0;1,5860313527746617;0,0;0,05163075120493066;0,0;0,7153268728210664;0,0;0,0;0,0;0,05247682707762438;0,03864701050008887;0,0;0,02927352974021674;0,10758403802663398;1,9056093124070894;0,0
37;0,0;0,0;0,0;0,0;0,0;1,6487738012314885;0,10474861969798506;0,09502475527280023;0,0;0,0;0,0;0,15817981326396094;0,0;0,0;0,0;0,03623482579302073;0,0;0,014217947505429956;0,0;0,0;0,0;0,0;0,0
38;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,373031409264919;0,0;0,0;0,0;0,0;0,002954363047624864;0,0;0,0;2,5339477320083366;0,0;0,0;0,0;0,0;0,20972818986145478
39;0,0;0,0;0,0;0,0;0,88886397303367;0,0;0,0;0,0;0,0;0,8432578523162297;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,143876033387147;0,10539306591054912;0,0
40;0,0;0,0;1,0;0,0;1,8712925748077263;0,15457254386545216;0,0;0,0;0,0;0,052703615769764456;0,0;0,0;0,0;0,0019320193703248334;0,0;0,008732277192867288;0,0003561775593503569;0,0;0,0006899308603329768;0,0011143330696694598;0,0;0,0;0,0652228545389911
41;0,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0;1,5860313527746617;1,6865157046324597;0,0;0,22105048782074005;0,33752504837953295;0,0;0,6330259236234794;0,10121663806955095;0,0;0,01988863349446024;0,0;0,0009861847666574608;0,0;0,0;0,0006341893807810528
42;0,0;0,0;0,0;0,0;0,09356462874038629;0,0;0,0;0,09502475527280019;0,0;0,21081446307905746;0,10326150240986136;0,0;0,0;0,16721566381048558;0,0;0,0;0,5449136735331022;0,0;0,16692961303666534;0,0;0,012179546663058899;0,0;0,0
43;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,09502475527280023;0,09912695954841635;0,10540723153952872;0,0;0,0;0,0;0,6528652897791993;0,0;0,013088399007095908;0,0;0,01600792451993141;0,0;0,0;0,011744982317318131;0,008233833274261637;0,00763141221539837
