;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;label;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
0;30000,0;2,0;0,9999999999999999;2,0;31,0;0,0;0,0;0,0;0,125;2,0;5,551115123125783e-17;6696,750000000007;18550,0;13198,0;19218,25;5755,0;17376,0;2081,0;1196,0;1000,0;1875,0;1875,0;5000,0;0,6268379359932641;ok;2,545607089996338;2,1190759668648242;8,0;6,62;100,0;0,0
1;100000,0;1,0;0,9999999999999999;2,0;28,9375;1,9375000000000002;2,0;1,9999999999999998;2,0;2,0;2,0;74396,0;75317,0;81616,0625;78308,0;79901,0;81630,0;2700,0;3600,0;3100,0;3000,0;3200,0;3000,0;0,2156;ok;0,08323026448488235;2,1190759668648242;3,0;6,62;100,0;0,0
2;50000,0;1,0;2,0;2,0;31,1875;2,0;0,0;0,0;0,125;0,0;5,551115123125783e-17;29767,0;31606,0625;27479,5;17174,0;17044,8125;17240,0;1615,0;1810,3749999999995;2026,25;626,0;613,1249999999995;567,0;0,2156;ok;2,7704219818115234;2,1190759668648242;10,0;6,62;100,0;0,0
3;130000,0;2,0;0,9999999999999999;2,0;40,125;0,9999999999999999;-2,0;-2,0;-2,0;-2,0;-2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,0;0,0;0,0;291,0;623,0;0,6268379359932641;ok;1,320539116859436;2,1190759668648242;3,0;6,62;100,0;0,0
4;220000,0;1,0;0,9999999999999999;2,0;32,0;2,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;205956,5;213290,0;219202,0;222114,0;173898,0;166686,0;9252,0;11000,0;8769,0;6678,0;6053,0;6235,0;0,6268379359932641;ok;1,4655059576034546;2,1190759668648242;2,0;6,62;100,0;0,0
5;500000,0;2,0;2,0;1,0;28,75;-2,0;-2,0;-2,0;-2,0;-2,0;-2,0;0,0;0,0;293,0;0,0;0,0;259,0;12,49999999999909;293,0;0,0;0,0;259,0;2621,0;0,6268379359932641;ok;0,3269438147544861;2,1190759668648242;2,0;6,62;100,0;0,0
6;70000,0;2,0;0,9999999999999999;2,0;27,0;-1,0;-1,0;-1,0;-1,0;-1,0;-1,0;157,00000000000728;157,0;-371,0625000000073;157,0;157,0;307,0;1920,4374999999995;157,0;157,0;0,0;307,0;507,0;0,6268379359932641;ok;0,13942304253578186;2,1190759668648242;3,0;6,62;100,0;0,0
7;53124,999999999985;2,0;2,0;2,0;22,0;-2,0;-2,0;-2,0;2,3749999999999996;-2,0;-2,0;640,9375;0,0;0,0;848,0;341,2500000000073;592,5000000000073;0,0;0,0;848,0;0,0;632,0;0,0;0,6268379359932641;ok;3,131981372833252;2,1190759668648242;5,0;6,62;100,0;0,0
8;50000,0;2,0;2,0;1,0;23,0;2,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;50511,0;50478,0;50146,0;49685,0;50252,0;9789,0;1673,4375;2341,0;2016,875;344,0;359,0;1053,75;0,6268379359932641;ok;3,129974126815796;2,1190759668648242;7,0;6,62;100,0;0,0
9;265625,0;2,0;2,0;2,0;29,0;2,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;150185,0;141926,0;135741,0;126197,0;118340,0;110557,0;4988,0;7000,0;5000,0;5156,25;3125,0;5000,0;0,6268379359932641;ok;1,4730753898620605;2,1190759668648242;4,0;6,62;100,0;0,0
10;100000,0;2,0;0,9999999999999999;1,0;38,0;2,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;68916,0;66762,0;68566,0;65132,0;48738,0;51020,0;2850,0;5000,0;2436,0;3000,0;3000,0;2031,25;0,6268379359932641;ok;1,4653743505477905;2,1190759668648242;3,0;6,62;100,0;0,0
11;39375,000000000015;2,0;2,0;2,0;27,625;2,0;0,12499999999999997;0,0;0,0;0,0;5,551115123125783e-17;4114,0;5875,0;8497,75;9119,0;10113,0;11289,0;2000,0;2062,5;1500,0;1500,0;1468,7500000000005;1499,9999999999995;0,2156;ok;0,1971845030784607;2,1190759668648242;8,0;6,62;100,0;0,0
12;410000,0;2,0;2,0;2,0;28,0;0,0;0,0;0,0;0,0;-1,75;-1,0;246911,625;46752,625;12136,9375;50516,375;0,0;1117,0;2291,25;1910,0000000000005;968,0;153,25;1116,9999999999995;0,0;0,6268379359932641;ok;1,9295634031295776;2,1190759668648242;9,0;6,62;100,0;0,0
13;500000,0;1,0;3,0;1,0;39,0;2,0;0,0;0,0;0,0;0,0;2,0;41597,0;50849,0;54927,0;57972,0;59055,5625;71198,0;10000,0;4927,0;3972,0;3318,59375;11980,0;5765,0;0,6268379359932641;ok;2,15852689743042;2,1190759668648242;4,0;6,62;100,0;0,0
14;200000,0;1,0;2,0;1,0;35,0;-2,0;-2,0;-2,0;-2,0;-2,0;-2,0;3023,0;3864,15625;6843,0;1237,5;5983,0;30949,0;3965,0;860,0;1320,0;2762,6875;1922,0;12652,0;0,6268379359932641;ok;2,190770149230957;2,1190759668648242;6,0;6,62;100,0;0,0
15;20000,0;2,0;0,9999999999999999;2,0;34,1875;0,0;2,0;0,0;2,0;0,0;0,1875;17828,343750000004;32872,5625;16691,0;17903,0;12917,687500000004;30110,0;1512,5000000000005;1300,0000000000005;1462,5;62,5;1000,0000000000005;1000,0;0,6268379359932641;ok;3,2167367935180664;2,1190759668648242;13,0;6,62;100,0;0,0
16;360000,0;2,0;2,0;2,0;28,0;-2,0;-2,0;-2,0;-2,0;-2,0;-2,0;0,0;-6,125;22,4375;0,0;0,0;0,0;0,0;0,0;0,0;48,5;0,0;0,0;0,2156;ok;0,00504650454968214;2,1190759668648242;3,0;6,62;100,0;0,0
17;350000,0;2,0;0,9999999999999999;1,0;29,9375;-1,0;0,0;-1,0624999999999998;-1,0;-0,8125;-1,0;18265,0;29717,6875;2071,0;50386,0;947,8125;23620,0;15335,625;1950,9374999999995;2929,0;1015,0;14227,625;954,4375;0,6268379359932641;ok;2,991490602493286;2,1190759668648242;13,0;6,62;100,0;0,0
18;170625,0;1,0;0,9999999999999999;2,0;60,0;-2,0;-2,0;-2,0;-2,0;-1,8750000000000002;-2,0;757,0;4892,1875;1395,375;1806,25;451,0;620,0;6196,75;1311,625;358,65625;384,90625;581,25;1400,0;0,6268379359932641;ok;3,5459494590759277;2,1190759668648242;12,0;6,62;100,0;0,0
19;100000,0;1,0;2,0;1,0;45,0;0,0;0,0;1,0;0,0;0,0;5,551115123125783e-17;60136,125;30900,0;28535,999999999996;28980,375;29333,0;30177,0;1500,0000000000005;1500,0;1237,4999999999995;987,1874999999995;1301,8125;967,0000000000005;0,6268379359932641;ok;2,267775058746338;2,1190759668648242;10,0;6,62;100,0;0,0
20;187500,0;1,0;2,0;2,0;47,0625;0,0;0,0;0,0;0,125;0,0;2,0;172759,625;199910,56250000003;240436,0;169568,46875000003;166137,90624999997;187195,49999999997;10232,1875;3675,0;13389,75;5200,0;28462,5;5400,0;0,6268379359932641;ok;2,959380626678467;2,1190759668648242;14,0;6,62;100,0;0,0
21;120000,0;1,0;3,0;2,0;41,0;0,0;0,12499999999999997;0,0;0,0;0,125;0,12500000000000006;108264,0;109427,0;121282,625;113465,0;114759,0;111362,71875;3906,0;3668,1875;3781,4375;4093,0;4171,875;4766,0;0,6268379359932641;ok;2,777817964553833;2,1190759668648242;10,0;6,62;100,0;0,0
22;156875,0;1,0;2,0;2,0;41,0;-1,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;976,0;25548,0;1080,0;17270,0;13903,0;1953,0;2329,0;1602,0;1222,625000000001;332,0;9,0;3626,0;0,6268379359932641;ok;0,9744048118591309;2,1190759668648242;5,0;6,62;100,0;0,0
23;203437,5;2,0;3,0;1,0;32,84375;0,9999999999999999;0,0;0,125;0,125;0,125;2,0;80964,875;17376,0;112561,37500000001;117846,0;114161,0;116034,5;0,0;3000,0;93869,37499999999;3750,0;3687,0;3500,0;0,6268379359932641;ok;3,311561107635498;2,1190759668648242;15,0;6,62;100,0;0,0
24;31250,00000000003;2,0;0,9999999999999999;2,0;26,0;1,8125;2,0;1,9999999999999998;0,125;0,0;2,0;22327,749999999996;24654,9375;24705,0;25202,0;26573,0;25926,0;3100,0;125,0;741,5625;1699,0;64,71875;1000,0;0,2156;ok;1,2311971187591553;2,1190759668648242;10,0;6,62;100,0;0,0
25;500000,0;2,0;2,0;2,0;36,0;2,0;0,0;0,0;0,0;-2,0;-1,0;21368,0;21094,0;12675,0;5803,0;5475,937499999993;2227,0;4066,0;5004,0;28,0;2033,0;3130,0;94593,0;0,6268379359932641;ok;1,4653418064117432;2,1190759668648242;2,0;6,62;100,0;0,0
26;135000,0;1,0;0,9999999999999999;1,0;35,5;2,0;3,0000000000000004;1,9999999999999998;2,0;2,0;-0,12499999999999997;6470,437499999993;9028,312500000007;9533,0;10228,624999999993;10353,0;10636,0;968,25;1093,75;1000,0;600,0;787,5000000000005;562,5;0,2156;ok;3,201124668121338;2,1190759668648242;13,0;6,62;100,0;0,0
27;20625,00000000003;2,0;3,0;1,0;48,0;0,9999999999999999;2,0;1,8749999999999998;3,0;2,0;2,0;13894,374999999993;16743,0;18623,562500000004;17055,0;10400,0;0,0;2719,2499999999995;2080,6249999999995;0,0;0,0;0,0;1,8124999999990905;0,2156;ok;0,11713089048862457;2,1190759668648242;7,0;6,62;100,0;0,0
28;100000,0;2,0;2,0;2,0;35,0;2,0;0,0;0,0;2,0;2,0;1,8750000000000004;48744,84375;49489,0;53034,0;53568,0;54563,0;56013,0;3000,0;4813,4375;2125,0;2187,4999999999995;2500,0;2056,25;0,2156;ok;2,262235403060913;2,1190759668648242;8,0;6,62;100,0;0,0
29;100000,0;1,0;2,0;1,0;28,6875;0,0;0,0;0,125;0,0;0,125;0,12500000000000006;54216,0;52056,1875;59930,375;110333,0;33177,0;42560,0;1959,0;1431,5625;1730,9375;1268,0;10000,0;10000,0;0,6268379359932641;ok;3,107731342315674;2,1190759668648242;12,0;6,62;100,0;0,0
30;478124,99999999994;2,0;2,0;1,0;38,0;2,0;0,0;0,0;-1,0;0,0;5,551115123125783e-17;4658,0;10545,0;13258,0;42458,4375;40511,0;37226,0;6000,0;3066,0;51800,0;5030,0;3039,0;3112,0;0,6268379359932641;ok;2,2043068408966064;2,1190759668648242;3,0;6,62;100,0;0,0
