;age;job;marital;education;default;balance;housing;loan;contact;day_of_week;month;duration;campaign;pdays;previous;poutcome
0;0,26228260939418213;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;1,0;0,6131975519288011;0,0;0,0;0,0;0,0
1;0,0;0,0;0,0;0,0;0,0;0,0986177196133064;0,0;0,0;0,0;0,0;1,0;0,3548749259508786;0,0;0,01944213603723799;0,0;0,0
2;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
3;7,630080756104718e-08;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
4;0,0;0,0;0,0;0,0;0,0;1,8430744874731175e-08;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0
5;0,1249729629025973;1,0;0,0;0,0;0,0;0,005089885305766428;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,09520557068173874;0,0;0,0
6;0,0;0,0;0,0;0,0;0,0;0,21957324114826104;0,0;0,0;0,0;0,0;1,0;0,5254956341793564;0,07365795564305966;0,4624311775041865;0,0;0,0
7;0,0;0,0;0,0;1,0;0,0;0,006568171132954437;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,02116072247213041;0,0;0,0
8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,2354285089676296e-09;0,0;2,082023997651561e-10;0,0
9;0,0;0,0;1,0;0,0;0,0;0,016921539464154534;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,012074869792277787;0,0;1,0
10;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;4,435928391277599e-08;0,0;1,0
11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6458385952302967;0,0;0,3751526693881668;0,48928541868614195;1,0
12;0,0;0,0;0,0;0,0;0,0;0,002413276024683275;1,0;0,0;0,0;1,0;1,0;0,0;0,00033813734348059343;0,0;0,0;0,0
13;0,0;0,0;0,0;0,0;0,0;0,03119337716325382;1,0;0,0;0,0;1,0;0,0;0,3330907991665356;0,0;0,019821158631391944;0,0;0,0
14;0,0;0,0;0,0;1,0;0,0;0,02117395067688932;0,0;0,0;0,0;0,0;0,0;0,42690996383726076;0,0;0,115386587341747;0,0;0,0
15;0,0;0,0;0,0;0,0;0,0;0,09121631512998282;0,0;0,0;0,0;0,0;1,0;0,0;0,0174512752901137;0,12877627888662246;0,0;0,0
16;0,0;0,0;0,0;0,0;0,0;0,003859637522916737;0,0;0,0;0,0;0,0;1,0;0,2547293032330667;0,0;0,09359709193469445;0,0;0,0
