;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;Y;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
0;280000,0;1,0;0,9999999999999999;2,0;35,0;0,9987532857603748;-1,0;-1,0;-1,0;-1,0;-1,0;211,73425844789017;416,0;832,0;0,0;832,0;322,6294341444009;416,0;832,0;0,0;832,0;416,0;0,0;1;ok;0,0036927920300513506;0,16421733225251056;3,0;5,262;100,0;0,0
1;20000,0;1,0;2,0;1,9971092549374585;47,97884522007348;0,0;0,0;0,0;2,0;0,0;5,551115123125783e-17;6681,045329136599;8175,587908563037;10909,0;10440,0;10803,0;11330,0;2000,0;1673,7026701875966;236,95450049809187;679,9999999999995;1000,0000000000005;27,03222639590149;0;ok;0,032173946499824524;0,16421733225251056;7,0;5,262;100,0;0,0
2;240000,0;1,0;0,9999999999999999;2,0;30,0;-2,0;-2,0;-2,0;-2,0;-2,0;-2,0;217,42485762952128;0,0;0,0;0,0;0,0;-44,68992975418951;0,0;0,0;0,0;0,0;0,0;0,0;1;ok;0,0033381935209035873;0,16421733225251056;2,0;5,262;100,0;0,0
3;241349,89070124144;1,0;2,0;1,0;35,633450831426046;-0,00906849419674095;0,0;0,0;0,0;0,0;-0,08649823734758749;168899,0;187913,92265127413;157088,0;152095,1394995757;139385,0;122947,0;10234,518111767424;4307,018069363167;5200,0;3687,4188871394804;7397,161418379925;3882,504046858605;1;ok;0,4726373851299286;0,16421733225251056;11,0;5,262;100,0;0,0
4;50000,0;2,0;2,0;1,0;37,996771878268255;-0,0029804340701057655;-1,0;-1,0;-1,0;-1,0;-1,0;1226,0;1226,0;966,4915208413731;1226,0;1765,0;1066,0;1226,0;1226,0000000000005;1226,0000000000005;1765,0;1066,0;291,3059427981898;1;ok;0,008839265443384647;0,16421733225251056;4,0;5,262;100,0;0,0
5;110000,0;1,9975455359874514;2,0;1,0;39,0;-0,006160536104161743;0,0;0,0;0,0;-0,0033648707144618983;5,551115123125783e-17;93111,0;91198,0;85136,0;80491,0;78967,0;80628,0;3383,277858801579;2625,874910205114;2765,0;1671,8516125214023;2400,0;1885,0;1;ok;0,06458499282598495;0,16421733225251056;6,0;5,262;100,0;0,0
6;30000,0;2,0;0,9999999999999999;1,0;35,0;2,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;27703,0;28743,0;27048,0;26592,0;23874,0;23293,0;1499,9999799490447;1356,0;900,0;999,9999480042752;1100,0000000000005;664,0;0;ok;0,0;0,16421733225251056;2,0;5,262;100,0;0,0
7;360000,0;2,0;2,0;1,0;46,25434381299935;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;222505,0;199464,0;182886,0;109556,0;111286,0;90580,0;10171,132829672184;4226,496090039003;4100,0;3056,0817550991906;3445,0;2000,0;1;ok;0,3089985251426697;0,16421733225251056;4,0;5,262;100,0;0,0
8;100000,0;2,0;2,0;1,0;25,99999883244828;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;1962,0;4911,0;5933,0;6942,0;7102,0;9966,0;3000,0;1106,0;1114,9999999999995;275,0;3000,0;412,0;1;ok;1,1920928955078125e-07;0,16421733225251056;1,0;5,262;100,0;0,0
9;229935,8072066666;2,0;1,9999746857460998;2,0;33,999350569441816;-2,0;-2,0;-2,0;-2,0;-2,0;-2,0;1805,5047176914522;1518,0;909,0;-1307,0;-3237,0;-5459,0;1517,9999999999995;1000,0;0,0;0,0;0,0;0,0;1;ok;0,0014364439994096756;0,16421733225251056;4,0;5,262;100,0;0,0
10;200000,0;1,0;2,0;1,0;41,0;0,9999999999999999;2,0;0,0;-0,008494445622955205;0,0;-0,0029579908414449907;69963,0;67223,0;69167,0;69289,0;70333,0;70610,0;0,0;2606,957183766568;2301,0;2374,0;2963,7985190140917;4892,422847688138;1;ok;0,04227086901664734;0,16421733225251056;5,0;5,262;100,0;0,0
11;230000,0;2,0;0,9999999999999999;2,0;31,0;-2,0;-2,0;-2,0;-2,0;-2,0;-2,0;46757,31523405716;2432,264451500603;-3846,990663999626;-840,9392452847242;2455,0;34517,0;7218,802618353123;5449,0;4407,0;1328,6100739593153;33037,79293908049;8495,0;1;ok;0,2816118597984314;0,16421733225251056;7,0;5,262;100,0;0,0
12;130000,0;2,0;2,0;2,0;26,0;1,9999999433055504;0,0;0,0;0,0;0,0;5,551115123125783e-17;130535,0;127155,0;126264,0;128318,0;96428,0;98156,0;6000,0;5200,0;5000,0;3500,0;3622,0;3920,0;0;ok;0,0;0,16421733225251056;1,0;5,262;100,0;0,0
13;260000,0;1,0;2,0;1,0;34,0;-0,03975508086398931;0,0;0,0;0,0;0,0;5,551115123125783e-17;176688,0;179281,0;180957,0;165911,0;169863,0;65612,93048500796;4821,1012979646275;4399,287759367445;2119,3770457413734;4789,0;1658,4259477448059;186,2940247794504;1;ok;0,26110154390335083;0,16421733225251056;7,0;5,262;100,0;0,0
14;170000,0;1,0;0,9999999999999999;2,0;36,0;-1,0;-1,0;-1,0;-1,0;-1,0038732943453548;-1,0;8433,0;644,0;7567,0;-476,21388115866284;499,0;576,0;644,0;7567,0;0,0;1202,5279684523698;576,0;0,0;1;ok;0,06400716304779053;0,16421733225251056;3,0;5,262;100,0;0,0
15;230000,0;1,9972713150863597;2,0;1,9997177959202583;37,9773071042454;0,0;0,0;0,0;-0,011621274108249369;0,0;-0,008833775639837727;104364,0;106549,0;108719,0;111039,0;113365,0;115625,0;4032,1819006933856;3744,0356931552524;4123,0;3839,988561031045;4300,0;3903,768803306135;1;ok;0,045863695442676544;0,16421733225251056;9,0;5,262;100,0;0,0
16;120000,0;2,0;2,0;2,0;23,0;0,0;0,0;0,0;0,0;0,0;-0,24805973873103226;115653,0;108971,0;83592,0;30594,293242895314;32150,0;17290,239652006127;3957,9193971143686;1098,3176517241045;2000,0;16019,285280933813;4561,231530596987;5124,925439831839;1;ok;0,7320218682289124;0,16421733225251056;8,0;5,262;100,0;0,0
17;200000,0;1,0;0,9999999999999999;1,0;28,96453645108031;-1,0;-1,0035285464608672;-1,0020388504564226;-1,0;-1,0;-1,0312994220670344;11477,149175494676;770,6807792922555;820,0;1889,0;6617,0;2854,292656723206;1734,9999999999995;824,0;1889,0;6617,0;4130,426758159665;2460,0;1;ok;0,04636280611157417;0,16421733225251056;8,0;5,262;100,0;0,0
18;50000,0;1,0;1,9903239188511155;2,0;35,0;-0,0005323800377416976;0,0;0,0;-0,027635095597947718;-0,0016887699171749815;-0,013514039403092426;48456,17078036311;49289,0;36295,0;20067,0;20197,0;20202,0;2011,0;5009,0;2000,0;1134,7767996027192;1500,0;3279,0395899865835;1;ok;0,04739941656589508;0,16421733225251056;8,0;5,262;100,0;0,0
19;170000,0;2,0;2,0;1,0;46,0;-1,0;-1,0098528700469607;-1,0;-2,0;-1,0;-1,0;2246,3667207207327;1848,0;248,14658472719748;-594,2762147761896;1542,0;3498,0;1847,9999999999995;0,0;0,0;1542,0;3678,9533342943387;8095,0;0;ok;0,018088510259985924;0,16421733225251056;5,0;5,262;100,0;0,0
20;60000,0;1,9994729233668695;2,0;1,9994007920143264;26,998390318580594;-0,0005991905810009135;0,0;0,0;0,0;0,0;5,551115123125783e-17;41546,0;45025,0;38840,0;31965,0;30297,0;29814,0;5845,0;2000,0;1812,0;1037,0000000000005;1217,9999999999995;1001,9925016644702;1;ok;0,005392707418650389;0,16421733225251056;5,0;5,262;100,0;0,0
21;249078,8661072445;2,0;0,9999999999999999;1,9983473078573573;37,0;-0,0029653714727698073;0,0;0,0;-0,00244003929497405;0,0;-0,010807110115427676;116861,0;97569,0;90937,0;87445,0;84268,0;81736,44091700357;3424,0;3317,0;2791,1149335796795;3053,0867686823926;2931,0;3158,2057904278245;1;ok;0,030169779434800148;0,16421733225251056;9,0;5,262;100,0;0,0
22;130000,0;1,9928293035220053;3,0;1,0;26,0;-0,003948317795741084;0,0;0,0;0,0;-0,05665347481673513;-0,005580040509446993;131724,0;130186,0;124530,0;115800,0;98268,0;83729,0;4928,24392612625;9950,527833872617;5239,0;4310,314017251817;4000,0;2901,3330862203557;0;ok;0,14150260388851166;0,16421733225251056;8,0;5,262;100,0;0,0
23;50000,0;1,0;1,9992440875570188;1,998554336779203;32,0;0,0;0,0;2,9976016287431335;2,0;2,0;1,9944452116726183;15276,0;19797,0;19205,0;18600,0;20262,832943971895;20243,0;4800,0;56,48433334632591;0,0;1700,0;1000,0000000000005;0,0;0;ok;0,01161514688283205;0,16421733225251056;6,0;5,262;100,0;0,0
