;age;job;marital;education;default;balance;housing;loan;contact;day_of_week;month;duration;campaign;pdays;previous;poutcome
0;3,0443588871535;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;1,0;139,11970592871685;0,0;0,0;0,0;0,0
1;0,0;0,0;0,0;0,0;0,0;444,71506405205264;0,0;0,0;0,0;0,0;1,0;80,51254474919008;0,0;2,127481654922576;0,0;0,0
2;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
3;8,856364601683708e-07;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
4;0,0;0,0;0,0;0,0;0,0;8,311315559694776e-05;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0
5;1,4505824505300424;1,0;0,0;0,0;0,0;22,952758172133713;0,0;0,0;0,0;0,0;1,0;0,0;0,0;10,417996494000931;0,0;0,0
6;0,0;0,0;0,0;0,0;0,0;990,1620964696308;0,0;0,0;0,0;0,0;1,0;119,22226020619394;0,12455958856019311;50,60214808291039;0,0;0,0
7;0,0;0,0;0,0;1,0;0,0;29,619064987004094;0,0;0,0;0,0;1,0;1,0;0,0;0,0;2,315540266673338;0,0;0,0
8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,78023057301391e-09;0,0;5,928035839986023e-10;0,0
9;0,0;0,0;1,0;0,0;0,0;76,30741753275584;0,0;0,0;0,0;1,0;1,0;0,0;0,0;1,3213087244861867;0,0;1,0
10;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;4,854073779370083e-06;0,0;1,0
11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;146,52516984654713;0,0;41,051580978030586;1,3931164852627336;1,0
12;0,0;0,0;0,0;0,0;0,0;10,882630485682967;1,0;0,0;0,0;1,0;1,0;0,0;0,0005718085441426268;0,0;0,0;0,0
