;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23
0;0,0;0,0;0,0;0,0;0,0;0,0011457938186152372;0,0;0,0;0,0;0,0;0,0;0,003179887861492592;0,0;0,0;0,0;0,0;0,001520985345317749;0,0;0,0;0,0;0,0;0,0;0,0
1;0,0;0,0;0,0;1,0;0,002264797712018707;0,0;0,0;0,0;0,0;0,0;0,0;0,007583558939649349;0,013426054269072396;0,0;0,0;0,0;0,0;0,0;0,020454302120741008;0,01821704305255778;0,0;0,0;0,0016663655190125026
2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0032653509669670067;0,0;0,0;0,0;0,0;0,0007279888219218211;0,0;0,0;0,0;0,0;0,0;0,0
3;0,06904375799950524;0,0;0,0;0,0;0,03924218172971906;0,00833440756872933;0,0;0,0;0,0;0,0;0,07453156249565862;0,0;0,20326295117831417;0,0;0,24261394011913917;0,0;0,0;0,01712631926754815;0,25030440432614554;0,0;0,16369165081554646;0,13054538264340015;0,06888654662322351
4;0,0;0,0;0,0;0,0;0,0003455976728459209;0,0027391705539068917;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0038868195536584382;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0074777429490917036
5;0,0;1,0;0,0;0,0;0,0;0,005661846125722625;0,0;0,0;0,0;0,0030187696204279635;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,011485640930895283;0,026586741389022672;0,0;0,05708843172455594;0,0;0,0
6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,4642752288462901e-09;0,0;0,0;4,69566080463224e-09;0,0;0,0
7;0,0;0,0;0,0;0,0;0,13428809033388434;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,15855284580363949;0,20927773955391282;0,0;0,08768226105144045;0,0;0,0
8;0,0;0,0;0,0;0,0;1,249962644500613e-07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
9;0,0005123763798984271;0,0;1,0;0,0;6,952702166596048e-05;0,0;0,0;0,0;0,0;0,0;0,0;0,0013442083837529317;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0072962660065676865;0,0;0,0025487649924567646;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,021065208509965544;0,0;0,0;0,025257687976246612;0,02512454960249798
